source,line_code,station_name,station,entry,bus_stop_count,bus_stop_min_dist,bus_stop_mean_dist,win_count,win_min_dist,win_mean_dist,songtaew_count,songtaew_min_dist,songtaew_mean_dist,minibus_count,minibus_min_dist,minibus_mean_dist,taxi_count,taxi_min_dist,taxi_mean_dist,tuktuk_count,tuktuk_min_dist,tuktuk_mean_dist,samlor_count,samlor_min_dist,samlor_mean_dist,van_count,van_min_dist,van_mean_dist,kiss_ride_count,kiss_ride_min_dist,kiss_ride_mean_dist,park_ride_car_count,park_ride_car_min_dist,park_ride_car_mean_dist,park_ride_moto_count,park_ride_moto_min_dist,park_ride_moto_mean_dist,bike_parking_count,bike_parking_min_dist,bike_parking_mean_dist,bike_share_count,bike_share_min_dist,bike_share_mean_dist,scooter_share_count,scooter_share_min_dist,scooter_share_mean_dist,n_segments,road_width_mean,road_width_min,road_width_max,sw_width_mean,sw_total_length,sidewalk_length,sidewalk_length_1,sidewalk_length_2,road_length_gt4m,road_length_gt4m_atleast1sw,sidewalk_length_surface_neg1,surface_pct_neg1,sidewalk_length_surface_0,surface_pct_0,sidewalk_length_surface_1,surface_pct_1,sidewalk_length_shade_neg1,shade_pct_neg1,sidewalk_length_shade_0,shade_pct_0,sidewalk_length_shade_1,shade_pct_1,sidewalk_length_obstacle_neg1,obs_pct_neg1,sidewalk_length_obstacle_0,obs_pct_0,sidewalk_length_obstacle_1,obs_pct_1
A21,PK24,รามอินทรา กม.9,PK24 รามอินทรา กม.9,2015.0,6,45.0,228.3199305,1,25.0,25.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,4,2.5,44.62810979,0,0.0,0.0,0,0.0,0.0,9,4.0,138.3566091,0,0.0,0.0,0,0.0,0.0,50,7.58,3.5,35.0,3.03,1537.0,763.0,722.0,815.0,9311.6,1056.3,0.0,0.0,530.0,34.5,1007.0,65.5,1346.0,87.6,150.0,9.8,41.0,2.7,41.0,2.7,1496.0,97.3,0.0,0.0
A21,PK25,วงแหวนรามอินทรา,PK25 วงแหวนรามอินทรา,3113.0,5,1.0,250.8113563,2,5.0,90.33269574,1,28.45960658,28.45960658,0,0.0,0.0,1,29.53843445,29.53843445,0,0.0,0.0,0,0,0,0,0.0,0.0,2,8.0,20.5,0,0.0,0.0,0,0.0,0.0,3,14.0,31.23845544,0,0.0,0.0,0,0.0,0.0,17,11.65,4.0,38.5,2.95,2430.0,1518.0,856.0,1574.0,3578.5,1646.0,0.0,0.0,662.0,27.2,1768.0,72.8,1295.0,53.3,775.0,31.9,360.0,14.8,0.0,0.0,1699.0,69.9,731.0,30.1
A21,PK26,นพรัตน์,PK26 นพรัตน์,761.0,6,45.0,229.3408319,3,100.0,302.9451919,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,1.5,33.33899669,0,0.0,0.0,0,0.0,0.0,5,7.0,64.98923574,0,0.0,0.0,0,0.0,0.0,59,7.84,3.2,28.0,2.87,2688.0,1363.0,1363.0,1325.0,7703.9,1498.1,0.0,0.0,917.0,34.1,1771.0,65.9,689.0,25.6,1551.0,57.7,448.0,16.7,0.0,0.0,2688.0,100.0,0.0,0.0
A21,PK27,บางชัน,PK27 บางชัน,713.0,8,37.0,252.5946783,4,45.0,273.2282253,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,20.0,22.41888782,0,0.0,0.0,0,0.0,0.0,10,0.5,90.16331228,0,0.0,0.0,0,0.0,0.0,37,9.36,2.5,28.0,3.03,2762.0,1390.0,1390.0,1372.0,5693.0,1672.9,42.0,1.5,458.0,16.6,2262.0,81.9,1063.0,38.5,1615.0,58.5,84.0,3.0,458.0,16.6,1293.0,46.8,1011.0,36.6
A21,PK28,เศรษฐบุตรบำเพ็ญ,PK28 เศรษฐบุตรบำเพ็ญ,862.0,8,90.0,287.4013899,4,54.0,191.8675334,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,12.0,32.0,0,0.0,0.0,0,0.0,0.0,8,4.0,96.39722386,0,0.0,0.0,0,0.0,0.0,49,8.14,2.6,28.0,3.51,2111.0,1061.0,1061.0,1050.0,6538.1,1299.5,137.0,6.5,277.0,13.1,1697.0,80.4,1902.0,90.1,94.0,4.5,115.0,5.4,137.0,6.5,1558.0,73.8,416.0,19.7
A21,PK29,ตลาดมีนบุรี,PK29 ตลาดมีนบุรี,3071.0,7,6.0,221.3967672,12,8.0,170.7039316,4,75.0,258.842301,0,0.0,0.0,1,4.0,4.0,0,0.0,0.0,0,0,0,3,160.6323082,293.6867302,2,7.0,9.5,0,0.0,0.0,0,0.0,0.0,6,3.0,78.03758024,0,0.0,0.0,0,0.0,0.0,34,9.46,3.5,28.0,2.6,2108.0,1182.0,1076.0,1032.0,4941.4,1311.2,0.0,0.0,351.0,16.7,1757.0,83.3,576.0,27.3,1352.0,64.1,180.0,8.5,118.0,5.6,1023.0,48.5,967.0,45.9
A21,PK30,มีนบุรี,PK30 มีนบุรี,1811.0,3,296.5364997,398.246195,2,97.0,213.2012457,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,324.1778822,324.1778822,1,5.5,5.5,1,70.0,70.0,1,90.0,90.0,5,35.0,172.164979,0,0.0,0.0,0,0.0,0.0,39,7.59,1.5,35.0,4.96,2388.0,1224.0,1224.0,1164.0,4690.8,1391.9,0.0,0.0,891.0,37.3,1497.0,62.7,1839.0,77.0,482.0,20.2,67.0,2.8,178.0,7.5,228.0,9.5,1982.0,83.0
A21,PP01,คลองบางไผ่,PP01 คลองบางไผ่,6697.0,3,2.0,22.33333333,3,45.0,202.3490959,0,0.0,0.0,0,0.0,0.0,3,5.0,33.33333333,0,0.0,0.0,0,0,0,1,95.0,95.0,4,12.0,44.86368985,1,20.0,20.0,1,166.0,166.0,3,5.0,16.66666667,0,0.0,0.0,0,0.0,0.0,48,15.16,4.0,59.5,2.11,2559.0,1810.0,1716.0,843.0,5200.3,2068.9,537.0,21.0,858.0,33.5,1164.0,45.5,2059.0,80.5,90.0,3.5,410.0,16.0,707.0,27.6,1143.0,44.7,709.0,27.7
A21,PP02,ตลาดบางใหญ่,PP02 ตลาดบางใหญ่,5427.0,4,43.67183868,112.9179597,8,16.0,192.1779597,1,300.931835,300.931835,0,0.0,0.0,4,1.0,103.8104835,0,0.0,0.0,0,0,0,0,0.0,0.0,2,7.0,9.5,0,0.0,0.0,0,0.0,0.0,3,3.0,112.0814837,0,0.0,0.0,0,0.0,0.0,57,8.49,5.0,52.5,2.16,3840.0,2071.0,1916.0,1924.0,8843.1,2376.2,0.0,0.0,1724.0,44.9,2116.0,55.1,2872.0,74.8,658.0,17.1,310.0,8.1,1064.0,27.7,1556.0,40.5,1220.0,31.8
A21,PP03,สามแยกบางใหญ่,PP03 สามแยกบางใหญ่,1451.0,5,2.0,98.44667924,3,37.0,139.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,2.0,11.0,1,5.0,5.0,1,5.0,5.0,7,10.0,110.2344738,0,0.0,0.0,0,0.0,0.0,54,7.27,3.1,49.0,2.33,2260.0,1200.0,1200.0,1060.0,7456.6,1659.5,279.0,12.3,1981.0,87.7,0.0,0.0,1870.0,82.7,324.0,14.3,66.0,2.9,617.0,27.3,1515.0,67.0,128.0,5.7
A21,PP04,บางพลู,PP04 บางพลู,2194.0,5,81.15738692,272.2410374,3,52.14340468,54.37994387,0,0.0,0.0,0,0.0,0.0,1,4.0,4.0,0,0.0,0.0,0,0,0,0,0.0,0.0,4,2.0,6.5,0,0.0,0.0,0,0.0,0.0,5,4.0,96.4202246,0,0.0,0.0,0,0.0,0.0,20,10.75,3.0,42.0,2.37,3494.0,1859.0,1708.0,1786.0,3890.9,2128.4,1348.0,38.6,2146.0,61.4,0.0,0.0,3494.0,100.0,0.0,0.0,0.0,0.0,479.0,13.7,3015.0,86.3,0.0,0.0
A21,PP05,บางรักใหญ่,PP05 บางรักใหญ่,1065.0,3,66.0,166.3333333,2,20.0,21.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,7.0,36.0,0,0.0,0.0,0,0.0,0.0,5,6.0,39.43478726,0,0.0,0.0,0,0.0,0.0,26,9.54,1.5,49.0,3.01,1511.0,793.0,793.0,718.0,3380.9,1077.0,1349.0,89.3,54.0,3.6,108.0,7.1,1511.0,100.0,0.0,0.0,0.0,0.0,150.0,9.9,1199.0,79.4,162.0,10.7
A21,PP06,บางรักน้อยท่าอิฐ,PP06 บางรักน้อยท่าอิฐ,2440.0,4,65.0,244.9824174,4,10.0,223.2830898,0,0.0,0.0,0,0.0,0.0,1,6.0,6.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,10.0,11.0,1,16.0,16.0,1,60.0,60.0,2,9.0,18.0,0,0.0,0.0,0,0.0,0.0,18,14.16,1.5,49.0,2.43,2100.6,1347.6,978.0,1122.6,3312.3,1604.6,169.0,8.0,1401.6,66.7,530.0,25.2,1427.6,68.0,519.0,24.7,154.0,7.3,0.0,0.0,1213.0,57.7,887.6,42.3
A21,PP07,ไทรม้า,PP07 ไทรม้า,2104.0,3,11.0,182.2596355,2,12.0,33.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,6.0,6.5,0,0.0,0.0,0,0.0,0.0,3,1.0,6.0,0,0.0,0.0,0,0.0,0.0,9,11.09,2.4,49.0,3.0,1353.0,692.0,692.0,661.0,1139.5,991.7,0.0,0.0,0.0,0.0,1353.0,100.0,1353.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,37.4,847.0,62.6
A21,PP08,สะพานพระนั่งเกล้า,PP08 สะพานพระนั่งเกล้า,2817.0,7,17.04530868,266.3506278,4,12.0,202.5989066,0,0.0,0.0,1,90.0,90.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,72.0,72.0,0,0.0,0.0,0,0.0,0.0,4,3.0,124.8121076,0,0.0,0.0,0,0.0,0.0,39,9.01,2.9,35.0,3.82,3480.0,1750.0,1750.0,1730.0,4082.8,2146.2,0.0,0.0,348.0,10.0,3132.0,90.0,2504.0,72.0,632.0,18.2,344.0,9.9,213.0,6.1,1712.0,49.2,1555.0,44.7
A21,PP09,แยกนนทบุรี 1,PP09 แยกนนทบุรี 1,3261.0,3,55.0,191.0,4,26.0,164.5920961,0,0.0,0.0,0,0.0,0.0,1,15.0,15.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,11.0,11.5,1,32.0,32.0,1,51.0,51.0,2,10.0,11.5,0,0.0,0.0,0,0.0,0.0,20,13.77,2.0,42.0,2.57,3552.0,1896.0,1896.0,1656.0,3905.0,2184.1,0.0,0.0,946.0,26.6,2606.0,73.4,2665.0,75.0,887.0,25.0,0.0,0.0,99.0,2.8,2280.0,64.2,1173.0,33.0
A21,PP10,บางกระสอ,PP10 บางกระสอ,2654.0,4,3.0,188.8153825,3,27.0,185.1805121,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,42.0,42.0,0,0,0,0,0.0,0.0,2,2.0,9.0,0,0.0,0.0,0,0.0,0.0,2,3.0,6.5,0,0.0,0.0,0,0.0,0.0,38,8.39,3.3,49.0,2.5,1528.0,798.0,798.0,730.0,5036.7,1222.7,0.0,0.0,688.0,45.0,840.0,55.0,1528.0,100.0,0.0,0.0,0.0,0.0,214.0,14.0,744.0,48.7,570.0,37.3
A21,PP12,กระทรวงสาธารณะสุข,PP12 กระทรวงสาธารณะสุข,4496.0,5,38.0,97.05342584,2,13.0,29.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,145,145,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,20.0,100.5270176,0,0.0,0.0,0,0.0,0.0,42,5.83,2.6,21.0,2.41,2325.0,1180.0,1180.0,1145.0,4432.6,1940.3,0.0,0.0,1129.0,48.6,1196.0,51.4,648.0,27.9,1561.0,67.1,116.0,5.0,495.0,21.3,1687.0,72.6,143.0,6.2
A21,PP14,วงศ์สว่าง,PP14 วงศ์สว่าง,3095.0,11,5.066361444,264.64459,4,6.0,116.352209,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,5.0,122.2282908,0,0.0,0.0,0,0.0,0.0,83,5.09,2.3,24.5,2.88,3189.0,1581.0,1581.0,1608.0,5904.6,1779.4,0.0,0.0,890.0,27.9,2299.0,72.1,389.0,12.2,1089.0,34.1,1711.0,53.7,0.0,0.0,512.0,16.1,2677.0,83.9
AEC,A04,หัวหมาก,ARL หัวหมาก และ MRT หัวหมาก,7467.578947,6,91.0,336.2356665,8,10.0,127.7801532,1,182.7642892,182.7642892,0,0.0,0.0,1,140.0,140.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,5.0,12.5,1,120.0,120.0,1,10.0,10.0,3,5.0,33.33333333,0,0.0,0.0,0,0.0,0.0,70,6.29,3.5,12.0,2.75,8285.0,7008.0,7008.0,1277.0,10588.9,6821.9,0.0,0.0,4096.0,49.4,3329.0,40.2,1030.0,12.4,324.0,3.9,6931.0,83.7,670.0,8.1,5305.0,64.0,2310.0,27.9
AEC,YL11,หัวหมาก,ARL หัวหมาก และ MRT หัวหมาก,3225.0,6,91.0,336.2356665,8,10.0,127.7801532,1,182.7642892,182.7642892,0,0.0,0.0,1,140.0,140.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,5.0,12.5,1,120.0,120.0,1,10.0,10.0,3,5.0,33.33333333,0,0.0,0.0,0,0.0,0.0,70,6.29,3.5,12.0,2.75,8285.0,7008.0,7008.0,1277.0,10588.9,6821.9,0.0,0.0,4096.0,49.4,3329.0,40.2,1030.0,12.4,324.0,3.9,6931.0,83.7,670.0,8.1,5305.0,64.0,2310.0,27.9
AEC,S07,กรุงธนบุรี,BTS กรุงธนบุรี และ MRT กรุงธนบุรี,11356.0,4,17.0,70.25,3,5.0,9.0,0,0.0,0.0,0,0.0,0.0,1,5.0,5.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,2.0,2.0,1,2.0,2.0,4,6.0,8.5,0,0.0,0.0,0,0.0,0.0,123,4.29,1.5,9.0,6.11,4682.0,4599.0,4599.0,83.0,10710.3,3970.1,0.0,0.0,900.0,19.2,3782.0,80.8,205.0,4.4,3887.0,83.0,590.0,12.6,0.0,0.0,1022.0,21.8,3660.0,78.2
AEC,G1,กรุงธนบุรี,BTS กรุงธนบุรี และ MRT กรุงธนบุรี,3378.454545,4,17.0,70.25,3,5.0,9.0,0,0.0,0.0,0,0.0,0.0,1,5.0,5.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,2.0,2.0,1,2.0,2.0,4,6.0,8.5,0,0.0,0.0,0,0.0,0.0,123,4.29,1.5,9.0,6.11,4682.0,4599.0,4599.0,83.0,10710.3,3970.1,0.0,0.0,900.0,19.2,3782.0,80.8,205.0,4.4,3887.0,83.0,590.0,12.6,0.0,0.0,1022.0,21.8,3660.0,78.2
AEC,S12,บางหว้า,BTS บางหว้า และ MRT บางหว้า,16969.0,8,10.0,208.2458971,5,12.0,169.8822262,0,0.0,0.0,0,0.0,0.0,2,21.0,21.0,0,0.0,0.0,0,0,0,1,30.0,30.0,1,32.0,32.0,0,0.0,0.0,2,10.0,10.0,12,10.0,154.8499118,0,0.0,0.0,0,0.0,0.0,76,5.68,1.5,62.0,2.55,4320.0,3570.0,3570.0,750.0,11357.5,4087.6,0.0,0.0,2500.0,57.9,1320.0,30.6,2280.0,52.8,2040.0,47.2,0.0,0.0,0.0,0.0,3200.0,74.1,1120.0,25.9
AEC,BL34,บางหว้า,BTS บางหว้า และ MRT บางหว้า,11869.0,8,10.0,208.2458971,5,12.0,169.8822262,0,0.0,0.0,0,0.0,0.0,2,21.0,21.0,0,0.0,0.0,0,0,0,1,30.0,30.0,1,32.0,32.0,0,0.0,0.0,2,10.0,10.0,12,10.0,154.8499118,0,0.0,0.0,0,0.0,0.0,76,5.68,1.5,62.0,2.55,4320.0,3570.0,3570.0,750.0,11357.5,4087.6,0.0,0.0,2500.0,57.9,1320.0,30.6,2280.0,52.8,2040.0,47.2,0.0,0.0,0.0,0.0,3200.0,74.1,1120.0,25.9
AEC,N02,พญาไท,BTS พญาไท และ APL พญาไท,22095.0,12,43.0,277.8837678,13,11.0,253.1125698,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,24.0,187.246385,0,0,0,0,0.0,0.0,6,24.0,184.9060487,1,40.0,40.0,1,40.0,40.0,3,43.0,79.0,4,21.0,96.00666478,0,0.0,0.0,92,4.17,3.0,12.0,2.7,6334.0,6334.0,6334.0,0.0,6405.5,5396.5,0.0,0.0,0.0,0.0,6303.0,99.5,4403.0,69.5,1450.0,22.9,450.0,7.1,0.0,0.0,0.0,0.0,6303.0,99.5
AEC,A08,พญาไท,BTS พญาไท และ APL พญาไท,16150.15789,12,43.0,277.8837678,13,11.0,253.1125698,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,24.0,187.246385,0,0,0,0,0.0,0.0,6,24.0,184.9060487,1,40.0,40.0,1,40.0,40.0,3,43.0,79.0,4,21.0,96.00666478,0,0.0,0.0,92,4.17,3.0,12.0,2.7,6334.0,6334.0,6334.0,0.0,6405.5,5396.5,0.0,0.0,0.0,0.0,6303.0,99.5,4403.0,69.5,1450.0,22.9,450.0,7.1,0.0,0.0,0.0,0.0,6303.0,99.5
AEC,N17,วัดพระศรีมหาธาตุ,BTS วัดพระศรีมหาธาตุ และ MRT วัดพระศรีมหาธาตุ,23791.0,5,52.0,218.8,5,20.0,66.6,0,0.0,0.0,0,0.0,0.0,1,10.0,10.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,15.0,57.5,0,0.0,0.0,1,5.0,5.0,7,5.0,14.28571429,0,0.0,0.0,0,0.0,0.0,34,7.12,3.0,12.0,2.64,4941.0,4940.0,4940.0,1.0,10503.4,4816.9,0.0,0.0,1550.0,31.4,3391.0,68.6,4440.0,89.9,445.0,9.0,55.0,1.1,0.0,0.0,2290.0,46.3,2650.0,53.6
AEC,PK16,วัดพระศรีมหาธาตุ,BTS วัดพระศรีมหาธาตุ และ MRT วัดพระศรีมหาธาตุ,1470.0,5,52.0,218.8,5,20.0,66.6,0,0.0,0.0,0,0.0,0.0,1,10.0,10.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,15.0,57.5,0,0.0,0.0,1,5.0,5.0,7,5.0,14.28571429,0,0.0,0.0,0,0.0,0.0,34,7.12,3.0,12.0,2.64,4941.0,4940.0,4940.0,1.0,10503.4,4816.9,0.0,0.0,1550.0,31.4,3391.0,68.6,4440.0,89.9,445.0,9.0,55.0,1.1,0.0,0.0,2290.0,46.3,2650.0,53.6
AEC,S02,ศาลาแดง,BTS ศาลาแดง  และ MRT สีลม,29675.0,12,3.0,315.6344442,20,6.0,173.4244095,2,6.0,194.7185046,0,0.0,0.0,0,0.0,0.0,4,6.0,306.3277905,0,0,0,0,0.0,0.0,7,147.5646543,344.8359166,3,77.85345213,179.3841232,3,77.85345213,179.3841232,0,0.0,0.0,7,27.0,153.4935877,0,0.0,0.0,87,5.54,2.5,15.0,1.99,10281.8,8011.8,8011.8,2270.0,10602.3,8296.8,0.0,0.0,0.0,0.0,10281.8,100.0,7831.8,76.2,2050.0,19.9,400.0,3.9,0.0,0.0,0.0,0.0,10281.8,100.0
AEC,BL26,สีลม,BTS ศาลาแดง  และ MRT สีลม,25542.0,12,3.0,315.6344442,20,6.0,173.4244095,2,6.0,194.7185046,0,0.0,0.0,0,0.0,0.0,4,6.0,306.3277905,0,0,0,0,0.0,0.0,7,147.5646543,344.8359166,3,77.85345213,179.3841232,3,77.85345213,179.3841232,0,0.0,0.0,7,27.0,153.4935877,0,0.0,0.0,87,5.54,2.5,15.0,1.99,10281.8,8011.8,8011.8,2270.0,10602.3,8296.8,0.0,0.0,0.0,0.0,10281.8,100.0,7831.8,76.2,2050.0,19.9,400.0,3.9,0.0,0.0,0.0,0.0,10281.8,100.0
AEC,S06,สะพานตากสิน,BTS สะพานตากสิน,13908.0,8,110.0,282.1946709,7,30.0,249.0313458,1,30.0,30.0,0,0.0,0.0,0,0.0,0.0,5,27.20032033,244.7281298,0,0,0,1,27.20032033,27.20032033,2,20.0,70.11827168,0,0.0,0.0,2,20.0,70.11827168,1,22.0,22.0,2,52.0,89.12917818,0,0.0,0.0,68,4.77,1.5,12.0,1.92,4687.0,2674.0,2674.0,2013.0,7026.8,2622.1,0.0,0.0,0.0,0.0,4687.0,100.0,2997.0,63.9,760.0,16.2,930.0,19.8,800.0,17.1,3493.0,74.5,394.0,8.4
AEC,E15,สำโรง,BTS สำโรง และ MRT  สำโรง,16742.0,5,5.0,143.9961653,10,5.0,220.1008581,2,99.0,194.5,1,120.0,120.0,2,5.0,10.5,1,290.0,290.0,0,0,0,0,0.0,0.0,5,5.0,42.14089079,1,300.0,300.0,1,98.0,98.0,5,5.0,63.93205655,0,0.0,0.0,0,0.0,0.0,67,4.54,2.5,12.0,2.34,5984.0,5534.0,5534.0,450.0,8341.5,4600.2,0.0,0.0,4600.0,76.9,1384.0,23.1,1584.0,26.5,3700.0,61.8,700.0,11.7,0.0,0.0,5500.0,91.9,484.0,8.1
AEC,YL23,สำโรง,BTS สำโรง และ MRT  สำโรง,4158.0,5,5.0,143.9961653,10,5.0,220.1008581,2,99.0,194.5,1,120.0,120.0,2,5.0,10.5,1,290.0,290.0,0,0,0,0,0.0,0.0,5,5.0,42.14089079,1,300.0,300.0,1,98.0,98.0,5,5.0,63.93205655,0,0.0,0.0,0,0.0,0.0,67,4.54,2.5,12.0,2.34,5984.0,5534.0,5534.0,450.0,8341.5,4600.2,0.0,0.0,4600.0,76.9,1384.0,23.1,1584.0,26.5,3700.0,61.8,700.0,11.7,0.0,0.0,5500.0,91.9,484.0,8.1
AEC,N08,หมอชิต,BTS หมอชิต และ MRT สวนจตุจักร,35483.0,7,15.0,155.618519,14,5.0,183.1791349,0,0.0,0.0,0,0.0,0.0,6,8.0,116.3946624,1,200.0,200.0,0,0,0,3,84.8292611,172.3309963,4,5.0,132.9632957,1,134.5235809,134.5235809,0,0.0,0.0,2,16.0,103.5942145,0,0.0,0.0,0,0.0,0.0,39,5.87,3.5,15.0,2.04,6520.0,4355.0,4355.0,2165.0,7658.5,4239.6,0.0,0.0,0.0,0.0,6520.0,100.0,0.0,0.0,2656.0,40.7,3864.0,59.3,0.0,0.0,76.0,1.2,6444.0,98.8
AEC,BL13,สวนจตุจักร,BTS หมอชิต และ MRT สวนจตุจักร,29619.0,7,15.0,155.618519,14,5.0,183.1791349,0,0.0,0.0,0,0.0,0.0,6,8.0,116.3946624,1,200.0,200.0,0,0,0,3,84.8292611,172.3309963,4,5.0,132.9632957,1,134.5235809,134.5235809,0,0.0,0.0,2,16.0,103.5942145,0,0.0,0.0,0,0.0,0.0,39,5.87,3.5,15.0,2.04,6520.0,4355.0,4355.0,2165.0,7658.5,4239.6,0.0,0.0,0.0,0.0,6520.0,100.0,0.0,0.0,2656.0,40.7,3864.0,59.3,0.0,0.0,76.0,1.2,6444.0,98.8
AEC,N09,5 แยกลาดพร้าว,BTS ห้าแยกลาดพร้าว และ MRT พหลโยธิน,26705.0,11,10.0,204.2997285,13,5.0,164.6821453,0,0.0,0.0,0,0.0,0.0,4,5.0,111.7912702,0,0.0,0.0,0,0,0,0,0.0,0.0,5,5.0,32.8,1,17.34830673,17.34830673,1,494.6346485,494.6346485,8,2.0,83.02510477,7,9.0,178.5280057,0,0.0,0.0,109,5.18,2.0,21.0,1.8,8614.0,8014.0,8014.0,600.0,13566.8,6575.7,0.0,0.0,450.0,5.2,7474.0,86.8,4592.0,53.3,2422.0,28.1,1600.0,18.6,290.0,3.4,1204.0,14.0,7120.0,82.7
AEC,BL14,พหลโยธิน,BTS ห้าแยกลาดพร้าว และ MRT พหลโยธิน,16411.0,11,10.0,204.2997285,13,5.0,164.6821453,0,0.0,0.0,0,0.0,0.0,4,5.0,111.7912702,0,0.0,0.0,0,0,0,0,0.0,0.0,5,5.0,32.8,1,17.34830673,17.34830673,1,494.6346485,494.6346485,8,2.0,83.02510477,7,9.0,178.5280057,0,0.0,0.0,109,5.18,2.0,21.0,1.8,8614.0,8014.0,8014.0,600.0,13566.8,6575.7,0.0,0.0,450.0,5.2,7474.0,86.8,4592.0,53.3,2422.0,28.1,1600.0,18.6,290.0,3.4,1204.0,14.0,7120.0,82.7
AEC,N03,อนุสาวรีย์ชัยสมรภูมิ,BTS อนุสาวรีย์ชัยสมรภูมิ,22424.0,13,29.0,322.7723927,22,5.0,273.7946011,0,0.0,0.0,0,0.0,0.0,2,190.0,197.9862811,2,189.4090355,219.7045178,0,0,0,5,259.4951751,353.8042841,5,10.0,205.9688802,0,0.0,0.0,0,0.0,0.0,3,12.0,66.92646542,2,32.0,42.75451032,0,0.0,0.0,54,5.56,3.0,15.0,2.07,6569.0,6309.0,6309.0,260.0,5952.6,4867.3,0.0,0.0,0.0,0.0,6569.0,100.0,1310.0,19.9,3849.0,58.6,1410.0,21.5,0.0,0.0,0.0,0.0,6569.0,100.0
AEC,E04,อโศก,BTS อโศก และ MRT สุขุมวิท,52388.0,10,31.46742329,228.1340689,14,5.0,162.7295789,0,0.0,0.0,0,0.0,0.0,4,5.0,70.75,2,160.0,221.247055,0,0,0,0,0.0,0.0,0,0.0,0.0,1,49.0,49.0,1,49.0,49.0,6,4.0,86.58105791,8,4.0,84.36839119,0,0.0,0.0,77,5.62,3.0,12.0,2.11,9538.0,7301.0,7301.0,2237.0,10130.5,6895.1,0.0,0.0,0.0,0.0,9538.0,100.0,4148.0,43.5,3990.0,41.8,1400.0,14.7,0.0,0.0,240.0,2.5,9298.0,97.5
AEC,BL22,สุขุมวิท,BTS อโศก และ MRT สุขุมวิท,44114.0,10,31.46742329,228.1340689,14,5.0,162.7295789,0,0.0,0.0,0,0.0,0.0,4,5.0,70.75,2,160.0,221.247055,0,0,0,0,0.0,0.0,0,0.0,0.0,1,49.0,49.0,1,49.0,49.0,6,4.0,86.58105791,8,4.0,84.36839119,0,0.0,0.0,77,5.62,3.0,12.0,2.11,9538.0,7301.0,7301.0,2237.0,10130.5,6895.1,0.0,0.0,0.0,0.0,9538.0,100.0,4148.0,43.5,3990.0,41.8,1400.0,14.7,0.0,0.0,240.0,2.5,9298.0,97.5
AEC,BL01,ท่าพระ,MRT ท่าพระ,8544.0,11,170.0,283.113548,5,5.0,200.4526934,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,10.0,167.6738276,0,0.0,0.0,0,0.0,0.0,106,4.88,2.5,15.0,2.01,3993.0,3993.0,3993.0,0.0,8394.2,3993.3,0.0,0.0,0.0,0.0,3993.0,100.0,2543.0,63.7,1450.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,3993.0,100.0
