source,line_code,station_name,station,bike_parking_count,bike_parking_min_dist,bike_parking_mean_dist,park_ride_moto_count,park_ride_moto_min_dist,park_ride_moto_mean_dist,taxi_count,taxi_min_dist,taxi_mean_dist,bus_stop_count,bus_stop_min_dist,bus_stop_mean_dist,bike_share_count,bike_share_min_dist,bike_share_mean_dist,songtaew_count,songtaew_min_dist,songtaew_mean_dist,win_count,win_min_dist,win_mean_dist,park_ride_car_count,park_ride_car_min_dist,park_ride_car_mean_dist,scooter_share_count,scooter_share_min_dist,scooter_share_mean_dist,tuktuk_count,tuktuk_min_dist,tuktuk_mean_dist,kiss_ride_count,kiss_ride_min_dist,kiss_ride_mean_dist,minibus_count,minibus_min_dist,minibus_mean_dist,entry,n_segments,road_width_mean,road_width_min,road_width_max,sw_width_mean,sw_total_length,road_length_gt4m,sidewalk_length_road_gt4m,sidewalk_length_surface_neg1,sidewalk_length_surface_0,sidewalk_length_surface_1,sidewalk_length_shade_neg1,sidewalk_length_shade_0,sidewalk_length_shade_1,sidewalk_length_obstacle_neg1,sidewalk_length_obstacle_0,sidewalk_length_obstacle_1,barrier_pct_neg1,barrier_pct_0,barrier_pct_1,shade_pct_neg1,shade_pct_0,shade_pct_1,obs_pct_neg1,obs_pct_0,obs_pct_1
A21,N21,โรงพยาบาลภูมิพลอดุลยเดช,N21 โรงพยาบาลภูมิพลอดุลยเดช,3,12.0,12.666666666666666,0,0.0,0.0,0,0.0,0.0,4,82.0,133.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,36.0,42.0,0,0.0,0.0,2631.0,3,21.0,21.0,21.0,4.65,1865.0,997.9,1865.0,0.0,0.0,1865.0,0.0,0.0,1865.0,0.0,0.0,1865.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0
A21,N22,พิพิธภัณฑ์กองทัพอากาศ,N22 พิพิธภัณฑ์กองทัพอากาศ,4,18.0,21.25,0,0.0,0.0,0,0.0,0.0,4,126.0,161.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,14.0,15.0,0,0.0,0.0,2976.0,4,21.0,21.0,21.0,5.19,1920.0,1016.9,1920.0,0.0,0.0,1920.0,0.0,150.0,1770.0,0.0,0.0,1920.0,0.0,0.0,100.0,0.0,7.8,92.2,0.0,0.0,100.0
A21,N23,แยก คปอ.,N23 แยก คปอ.,4,12.0,18.75,2,52.0,93.5,0,0.0,0.0,4,18.0,167.0,0,0.0,0.0,0,0.0,0.0,3,30.0,116.66666666666669,1,120.0,120.0,0,0,0,0,0.0,0.0,1,15.0,15.0,0,0.0,0.0,11503.0,10,19.23,7.2,35.0,4.64,3306.0,2304.9,3306.0,434.0,409.0,2463.0,1454.0,0.0,1852.0,434.0,409.0,2463.0,13.1,12.4,74.5,44.0,0.0,56.0,13.1,12.4,74.5
A21,N24,คูคต,N24 คูคต,4,8.0,24.5,2,60.0,81.0,0,0.0,0.0,4,30.0,284.0,0,0.0,0.0,0,0.0,0.0,2,8.0,21.0,1,30.0,30.0,0,0,0,0,0.0,0.0,1,42.0,42.0,0,0.0,0.0,16201.0,14,10.24,3.0,21.0,3.13,2628.0,7297.9,2628.0,0.0,686.0,1942.0,822.0,843.0,963.0,0.0,686.0,1942.0,0.0,26.1,73.9,31.3,32.1,36.6,0.0,26.1,73.9
A21,PK02,แคราย,PK02 แคราย,3,2.0,11.333333333333334,0,0.0,0.0,0,0.0,0.0,2,37.0,66.5,0,0.0,0.0,0,0.0,0.0,2,46.0,65.5,0,0.0,0.0,0,0,0,0,0.0,0.0,3,9.0,14.0,0,0.0,0.0,571.0,48,8.64,2.6,31.5,3.9,2704.0,6017.4,2704.0,0.0,792.0,1782.0,871.0,1158.0,675.0,0.0,333.0,2371.0,0.0,29.3,65.9,32.2,42.8,25.0,0.0,12.3,87.7
A21,PK03,สนามบินน้ำ,PK03 สนามบินน้ำ,3,4.0,7.666666666666667,0,0.0,0.0,0,0.0,0.0,4,100.0,179.5,0,0.0,0.0,0,0.0,0.0,2,52.0,52.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,2.5,22.75,0,0.0,0.0,639.0,55,6.93,4.2,27.0,3.57,1757.0,7818.8,1757.0,229.0,464.0,519.0,651.0,963.0,143.0,229.0,950.0,578.0,13.0,26.4,29.5,37.1,54.8,8.1,13.0,54.1,32.9
A21,PK04,สามัคคี,PK04 สามัคคี,2,8.0,10.5,0,0.0,0.0,0,0.0,0.0,4,128.0,234.0,0,0.0,0.0,0,0.0,0.0,2,77.0,158.5,0,0.0,0.0,0,0,0,0,0.0,0.0,2,3.0,25.5,0,0.0,0.0,467.0,59,6.15,1.5,21.0,2.57,2229.0,7502.1,2229.0,0.0,722.0,759.0,310.0,1470.0,449.0,0.0,1171.0,1058.0,0.0,32.4,34.1,13.9,65.9,20.1,0.0,52.5,47.5
A21,PK05,กรมชลประทาน,PK05 กรมชลประทาน,4,3.0,6.5,0,0.0,0.0,0,0.0,0.0,2,48.0,50.5,0,0.0,0.0,0,0.0,0.0,1,15.0,15.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,38.0,40.5,0,0.0,0.0,1085.0,18,9.0,3.6,21.0,3.11,2954.0,3054.0,2954.0,0.0,415.0,1244.0,807.0,1277.0,870.0,0.0,1476.0,1478.0,0.0,14.0,42.1,27.3,43.2,29.5,0.0,50.0,50.0
A21,PK06,แยกปากเกร็ด,PK06 แยกปากเกร็ด,4,7.0,7.5,0,0.0,0.0,0,0.0,0.0,2,250.0,290.0,0,0.0,0.0,0,0.0,0.0,1,30.0,30.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,16.0,24.5,0,0.0,0.0,734.0,65,7.8,3.2,28.0,2.14,6637.0,8354.3,6637.0,781.0,2238.0,3565.0,4483.0,1806.0,348.0,2000.0,2350.0,2287.0,11.8,33.7,53.7,67.5,27.2,5.2,30.1,35.4,34.5
A21,PK07,เลี่ยงเมืองปากเกร็ด,PK07 เลี่ยงเมืองปากเกร็ด,3,1.2,11.4,0,0.0,0.0,0,0.0,0.0,2,11.0,26.5,0,0.0,0.0,0,0.0,0.0,2,40.0,43.5,0,0.0,0.0,0,0,0,0,0.0,0.0,2,12.0,26.0,0,0.0,0.0,1903.0,39,7.99,3.0,28.0,2.75,3725.0,5797.6,3725.0,345.0,2552.0,828.0,1467.0,2258.0,0.0,162.0,1772.0,1791.0,9.3,68.5,22.2,39.4,60.6,0.0,4.3,47.6,48.1
A21,PK08,แจ้งวัฒนะ-ปากเกร็ด 28,PK08 แจ้งวัฒนะ-ปากเกร็ด 28,3,3.0,19.666666666666668,0,0.0,0.0,0,0.0,0.0,3,48.0,154.66666666666666,0,0.0,0.0,0,0.0,0.0,2,50.0,67.5,0,0.0,0.0,0,0,0,0,0.0,0.0,2,15.0,24.5,0,0.0,0.0,4181.0,37,6.96,3.1,28.0,2.85,1932.0,6599.2,1932.0,606.0,1075.0,251.0,1429.0,503.0,0.0,0.0,1413.0,519.0,31.4,55.6,13.0,74.0,26.0,0.0,0.0,73.1,26.9
A21,PK09,ศรีรัช,PK09 ศรีรัช,2,27.0,38.5,0,0.0,0.0,0,0.0,0.0,2,75.0,82.5,0,0.0,0.0,0,0.0,0.0,1,24.0,24.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,24.0,24.0,0,0.0,0.0,1083.0,57,7.56,2.8,28.0,3.57,3835.0,8156.6,3835.0,299.0,1796.0,1740.0,2004.0,936.0,895.0,28.0,2617.0,1190.0,7.8,46.8,45.4,52.3,24.4,23.3,0.7,68.2,31.0
A21,PK11,แจ้งวัฒนะ 14,PK11 แจ้งวัฒนะ 14,3,8.0,15.666666666666666,0,0.0,0.0,0,0.0,0.0,2,18.0,31.5,0,0.0,0.0,0,0.0,0.0,1,40.0,40.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,5.0,6.0,0,0.0,0.0,2534.0,53,7.17,2.5,28.0,2.36,2396.0,7691.2,2396.0,228.0,332.0,1377.0,1151.0,1090.0,155.0,383.0,1603.0,410.0,9.5,13.9,57.5,48.0,45.5,6.5,16.0,66.9,17.1
A21,PK12,ศูนย์ราชการเฉลิมพระเกียรติ,PK12 ศูนย์ราชการเฉลิมพระเกียรติ,3,1.0,13.666666666666666,0,0.0,0.0,0,0.0,0.0,4,2.4,87.1,0,0.0,0.0,0,0.0,0.0,2,40.0,145.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,0.5,7.75,0,0.0,0.0,3624.0,11,15.24,5.1,31.5,2.75,3486.0,2600.4,3486.0,0.0,0.0,2524.0,1249.0,1517.0,720.0,0.0,1824.0,1662.0,0.0,0.0,72.4,35.8,43.5,20.7,0.0,52.3,47.7
A21,PK13,โทรคมนาคมแห่งชาติ,PK13 โทรคมนาคมแห่งชาติ,3,8.0,18.666666666666668,0,0.0,0.0,0,0.0,0.0,4,32.0,101.5,0,0.0,0.0,0,0.0,0.0,2,96.0,155.5,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1.5,28.25,0,0.0,0.0,1759.0,20,12.51,4.9,32.5,2.75,3702.0,3569.2,3702.0,507.0,802.0,1645.0,1894.0,1201.0,607.0,453.0,1993.0,1256.0,13.7,21.7,44.4,51.2,32.4,16.4,12.2,53.8,33.9
A21,PK15,ราชภัฎพระนคร,PK15 ราชภัฎพระนคร,2,1.0,4.5,0,0.0,0.0,0,0.0,0.0,2,63.0,104.0,0,0.0,0.0,0,0.0,0.0,1,10.0,10.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,20.0,22.5,0,0.0,0.0,1688.0,57,7.01,1.8,28.0,2.92,2048.0,6191.0,2048.0,0.0,678.0,1370.0,1327.0,603.0,118.0,0.0,1645.0,403.0,0.0,33.1,66.9,64.8,29.4,5.8,0.0,80.3,19.7
A21,PK17,รามอินทรา 3,PK17 รามอินทรา 3,4,2.5,12.875,0,0.0,0.0,0,0.0,0.0,4,90.0,152.5,0,0.0,0.0,0,0.0,0.0,2,156.0,163.0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,5.0,15.666666666666666,0,0.0,0.0,1534.0,31,10.61,4.4,28.0,2.44,2532.0,4261.6,2532.0,322.0,706.0,1504.0,1221.0,969.0,342.0,322.0,866.0,1344.0,12.7,27.9,59.4,48.2,38.3,13.5,12.7,34.2,53.1
A21,PK18,ลาดปลาเค้า,PK18 ลาดปลาเค้า,4,5.0,18.75,0,0.0,0.0,0,0.0,0.0,4,15.0,90.0,0,0.0,0.0,1,250.0,250.0,2,45.0,47.5,0,0.0,0.0,0,0,0,0,0.0,0.0,2,5.0,27.5,0,0.0,0.0,1435.0,50,8.1,4.0,24.0,2.17,3298.0,7391.4,3298.0,500.0,974.0,1824.0,1480.0,1818.0,0.0,844.0,920.0,1534.0,15.2,29.5,55.3,44.9,55.1,0.0,25.6,27.9,46.5
A21,PK19,รามอินทรา กม.4,PK19 รามอินทรา กม.4,4,3.0,13.5,0,0.0,0.0,0,0.0,0.0,4,6.0,194.25,0,0.0,0.0,0,0.0,0.0,3,65.0,207.33333333333337,0,0.0,0.0,0,0,0,0,0.0,0.0,2,5.0,31.0,0,0.0,0.0,1212.0,85,5.94,3.1,28.0,3.3,1483.0,10199.1,1483.0,0.0,931.0,552.0,931.0,552.0,0.0,0.0,1483.0,0.0,0.0,62.8,37.2,62.8,37.2,0.0,0.0,100.0,0.0
A21,PK20,มัยลาภ,PK20 มัยลาภ,4,8.0,21.75,0,0.0,0.0,0,0.0,0.0,4,45.0,177.25,0,0.0,0.0,0,0.0,0.0,2,63.0,186.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,3.5,24.75,0,0.0,0.0,964.0,57,6.95,4.0,28.0,3.03,1550.0,9349.4,1550.0,8.0,407.0,1135.0,1220.0,330.0,0.0,0.0,777.0,773.0,0.5,26.3,73.2,78.7,21.3,0.0,0.0,50.1,49.9
A21,PK21,วัชรพล,PK21 วัชรพล,4,2.0,14.5,0,0.0,0.0,0,0.0,0.0,2,57.0,60.5,0,0.0,0.0,0,0.0,0.0,1,45.0,45.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,35.0,36.5,0,0.0,0.0,959.0,44,8.46,2.8,31.5,4.29,4294.0,8089.8,4294.0,0.0,1427.0,2665.0,2280.0,1719.0,295.0,0.0,1778.0,2516.0,0.0,33.2,62.1,53.1,40.0,6.9,0.0,41.4,58.6
A21,PK22,รามอินทรา กม.6,PK22 รามอินทรา กม.6,4,1.0,9.25,0,0.0,0.0,0,0.0,0.0,4,47.0,218.75,0,0.0,0.0,0,0.0,0.0,4,20.0,186.75,0,0.0,0.0,0,0,0,0,0.0,0.0,3,16.0,67.66666666666667,0,0.0,0.0,1418.0,73,7.27,4.0,28.0,2.69,2409.0,10817.2,2409.0,112.0,1085.0,1212.0,1381.0,1028.0,0.0,112.0,2297.0,0.0,4.6,45.0,50.3,57.3,42.7,0.0,4.6,95.4,0.0
A21,PK23,คู้บอน,PK23 คู้บอน,4,3.0,50.5,0,0.0,0.0,0,0.0,0.0,3,50.0,106.66666666666669,0,0.0,0.0,0,0.0,0.0,1,80.0,80.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,6.5,38.25,0,0.0,0.0,1453.0,48,7.06,4.0,30.0,2.73,2429.0,6762.8,2429.0,0.0,1042.0,1387.0,1422.0,1007.0,0.0,0.0,1954.0,475.0,0.0,42.9,57.1,58.5,41.5,0.0,0.0,80.4,19.6
A21,PK24,รามอินทรา กม.9,PK24 รามอินทรา กม.9,4,4.0,10.75,0,0.0,0.0,0,0.0,0.0,4,45.0,178.0,0,0.0,0.0,0,0.0,0.0,1,25.0,25.0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,2.5,4.5,0,0.0,0.0,2015.0,50,7.58,3.5,35.0,3.03,1537.0,9311.6,1537.0,0.0,530.0,1007.0,1346.0,150.0,41.0,41.0,1496.0,0.0,0.0,34.5,65.5,87.6,9.8,2.7,2.7,97.3,0.0
A21,PK25,วงแหวนรามอินทรา,PK25 วงแหวนรามอินทรา,3,14.0,36.333333333333336,0,0.0,0.0,0,0.0,0.0,4,1.0,207.5,0,0.0,0.0,1,,,1,5.0,5.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,8.0,20.5,0,0.0,0.0,3113.0,17,11.65,4.0,38.5,2.95,2430.0,3578.5,2430.0,0.0,662.0,1768.0,1295.0,775.0,360.0,0.0,1699.0,731.0,0.0,27.2,72.8,53.3,31.9,14.8,0.0,69.9,30.1
A21,PK26,นพรัตน์,PK26 นพรัตน์,4,7.0,8.625,0,0.0,0.0,0,0.0,0.0,4,45.0,154.75,0,0.0,0.0,0,0.0,0.0,1,100.0,100.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1.5,2.75,0,0.0,0.0,761.0,59,7.84,3.2,28.0,2.87,2688.0,7703.9,2688.0,0.0,917.0,1771.0,689.0,1551.0,448.0,0.0,2688.0,0.0,0.0,34.1,65.9,25.6,57.7,16.7,0.0,100.0,0.0
A21,PK27,บางชัน,PK27 บางชัน,4,0.5,7.0,0,0.0,0.0,0,0.0,0.0,4,37.0,154.5,0,0.0,0.0,0,0.0,0.0,3,45.0,222.0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,20.0,28.0,0,0.0,0.0,713.0,37,9.36,2.5,28.0,3.03,2762.0,5693.0,2762.0,42.0,458.0,2262.0,1063.0,1615.0,84.0,458.0,1293.0,1011.0,1.5,16.6,81.9,38.5,58.5,3.0,16.6,46.8,36.6
A21,PK28,เศรษฐบุตรบำเพ็ญ,PK28 เศรษฐบุตรบำเพ็ญ,4,4.0,19.25,0,0.0,0.0,0,0.0,0.0,4,90.0,125.0,0,0.0,0.0,0,0.0,0.0,3,54.0,111.33333333333331,0,0.0,0.0,0,0,0,0,0.0,0.0,2,12.0,32.0,0,0.0,0.0,862.0,49,8.14,2.6,28.0,3.51,2111.0,6538.1,2111.0,137.0,277.0,1697.0,1902.0,94.0,115.0,137.0,1558.0,416.0,6.5,13.1,80.4,90.1,4.5,5.4,6.5,73.8,19.7
A21,PK29,ตลาดมีนบุรี,PK29 ตลาดมีนบุรี,4,3.0,11.75,0,0.0,0.0,0,0.0,0.0,4,6.0,110.5,0,0.0,0.0,2,75.0,192.5,4,8.0,35.25,0,0.0,0.0,0,0,0,0,0.0,0.0,2,7.0,9.5,0,0.0,0.0,3071.0,34,9.46,3.5,28.0,2.6,2108.0,4941.4,2108.0,0.0,351.0,1757.0,576.0,1352.0,180.0,118.0,1023.0,967.0,0.0,16.7,83.3,27.3,64.1,8.5,5.6,48.5,45.9
A21,PK30,มีนบุรี,PK30 มีนบุรี,1,35.0,35.0,1,90.0,90.0,0,0.0,0.0,1,340.0,340.0,0,0.0,0.0,0,0.0,0.0,1,97.0,97.0,1,70.0,70.0,0,0,0,0,0.0,0.0,1,5.5,5.5,0,0.0,0.0,1811.0,39,7.59,1.5,35.0,4.96,2388.0,4690.8,2388.0,0.0,891.0,1497.0,1839.0,482.0,67.0,178.0,228.0,1982.0,0.0,37.3,62.7,77.0,20.2,2.8,7.5,9.5,83.0
A21,PP01,คลองบางไผ่,PP01 คลองบางไผ่,3,5.0,16.666666666666668,1,166.0,166.0,0,0.0,0.0,3,2.0,22.33333333333333,0,0.0,0.0,0,0.0,0.0,2,45.0,63.5,1,20.0,20.0,0,0,0,0,0.0,0.0,3,12.0,22.666666666666668,0,0.0,0.0,6697.0,48,15.16,4.0,59.5,2.11,2559.0,5200.3,2559.0,537.0,858.0,1164.0,2059.0,90.0,410.0,707.0,1143.0,709.0,21.0,33.5,45.5,80.5,3.5,16.0,27.6,44.7,27.7
A21,PP02,ตลาดบางใหญ่,PP02 ตลาดบางใหญ่,2,3.0,12.5,0,0.0,0.0,0,0.0,0.0,4,60.0,133.75,0,0.0,0.0,0,0.0,0.0,4,16.0,24.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,7.0,9.5,0,0.0,0.0,5427.0,57,8.49,5.0,52.5,2.16,3840.0,8843.1,3840.0,0.0,1724.0,2116.0,2872.0,658.0,310.0,1064.0,1556.0,1220.0,0.0,44.9,55.1,74.8,17.1,8.1,27.7,40.5,31.8
A21,PP03,สามแยกบางใหญ่,PP03 สามแยกบางใหญ่,4,10.0,28.5,1,5.0,5.0,0,0.0,0.0,4,2.0,24.5,0,0.0,0.0,0,0.0,0.0,3,37.0,139.0,1,5.0,5.0,0,0,0,0,0.0,0.0,2,2.0,11.0,0,0.0,0.0,1451.0,54,7.27,3.1,49.0,2.33,2260.0,7456.6,2260.0,279.0,1981.0,0.0,1870.0,324.0,66.0,617.0,1515.0,128.0,12.3,87.7,0.0,82.7,14.3,2.9,27.3,67.0,5.7
A21,PP04,บางพลู,PP04 บางพลู,3,4.0,9.666666666666666,0,0.0,0.0,0,0.0,0.0,2,100.0,102.0,0,0.0,0.0,0,0.0,0.0,3,136.0,142.0,0,0.0,0.0,0,0,0,0,0.0,0.0,4,2.0,6.5,0,0.0,0.0,2194.0,20,10.75,3.0,42.0,2.37,3494.0,3890.9,3494.0,1348.0,2146.0,0.0,3494.0,0.0,0.0,479.0,3015.0,0.0,38.6,61.4,0.0,100.0,0.0,0.0,13.7,86.3,0.0
A21,PP05,บางรักใหญ่,PP05 บางรักใหญ่,4,6.0,6.75,0,0.0,0.0,0,0.0,0.0,3,66.0,166.33333333333334,0,0.0,0.0,0,0.0,0.0,2,20.0,21.0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,7.0,36.0,0,0.0,0.0,1065.0,26,9.54,1.5,49.0,3.01,1511.0,3380.9,1511.0,1349.0,54.0,108.0,1511.0,0.0,0.0,150.0,1199.0,162.0,89.3,3.6,7.1,100.0,0.0,0.0,9.9,79.4,10.7
A21,PP06,บางรักน้อยท่าอิฐ,PP06 บางรักน้อยท่าอิฐ,2,9.0,18.0,1,60.0,60.0,0,0.0,0.0,2,65.0,74.0,0,0.0,0.0,0,0.0,0.0,2,10.0,38.5,1,16.0,16.0,0,0,0,0,0.0,0.0,2,10.0,11.0,0,0.0,0.0,2440.0,18,14.16,1.5,49.0,2.43,2100.6,3312.3,2100.6,169.0,1401.6,530.0,1427.6,519.0,154.0,0.0,1213.0,887.6,8.0,66.7,25.2,68.0,24.7,7.3,0.0,57.7,42.3
A21,PP07,ไทรม้า,PP07 ไทรม้า,3,1.0,6.0,0,0.0,0.0,0,0.0,0.0,2,11.0,33.0,0,0.0,0.0,0,0.0,0.0,2,12.0,33.5,0,0.0,0.0,0,0,0,0,0.0,0.0,2,6.0,6.5,0,0.0,0.0,2104.0,9,11.09,2.4,49.0,3.0,1353.0,1139.5,1353.0,0.0,0.0,1353.0,1353.0,0.0,0.0,0.0,506.0,847.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,37.4,62.6
